Year,Month,dewey,counts
2012,06-19,400,68
2012,06-19,500,360
2012,06-19,600,953
2012,06-19,700,1456
2012,06-19,800,301
2012,06-19,900,458
2012,06-20,0,5465
2012,06-20,100,160
2012,06-20,200,100
2012,06-20,300,515
2012,06-20,400,81
2012,06-20,500,236
2012,06-20,600,907
2012,06-20,700,1219
2012,06-20,800,260
2012,06-20,900,431
2012,06-21,0,5834
2012,06-21,100,147
2012,06-21,200,120
2012,06-21,300,524
2012,06-21,400,41
2012,06-21,500,305
2012,06-21,600,857
2012,06-21,700,1435
2012,06-21,800,275
2012,06-21,900,440
2012,06-22,0,4236
2012,06-22,100,99
2012,06-22,200,78
2012,06-22,300,380
2012,06-22,400,49
2012,06-22,500,263
2012,06-22,600,562
2012,06-22,700,1018
2012,06-22,800,159
2012,06-22,900,321
2012,06-23,0,7288
2012,06-23,100,192
2012,06-23,200,139
2012,06-23,300,679
2012,06-23,400,59
2012,06-23,500,392
2012,06-23,600,1113
2012,06-23,700,1791
2012,06-23,800,240
2012,06-23,900,538
2012,06-24,0,2688
2012,06-24,100,79
2012,06-24,200,56
2012,06-24,300,261
2012,06-24,400,30
2012,06-24,500,150
2012,06-24,600,372
2012,06-24,700,684
2012,06-24,800,100
2012,06-24,900,238
2012,06-25,0,8679
2012,06-25,100,251
2012,06-25,200,129
2012,06-25,300,743
2012,06-25,400,71
2012,06-25,500,497
2012,06-25,600,1092
2012,06-25,700,2072
2012,06-25,800,403
2012,06-25,900,555
2012,06-26,0,7696
2012,06-26,100,166
2012,06-26,200,134
2012,06-26,300,617
2012,06-26,400,75
2012,06-26,500,433
2012,06-26,600,886
2012,06-26,700,1714
2012,06-26,800,287
2012,06-26,900,510
2012,06-27,0,5898
2012,06-27,100,153
2012,06-27,200,112
2012,06-27,300,527
2012,06-27,400,50
2012,06-27,500,305
2012,06-27,600,867
2012,06-27,700,1350
2012,06-27,800,270
2012,06-27,900,384
2012,06-28,0,6368
2012,06-28,100,151
2012,06-28,200,107
2012,06-28,300,593
2012,06-28,400,56
2012,06-28,500,361
2012,06-28,600,973
2012,06-28,700,1491
2012,06-28,800,281
2012,06-28,900,394
2012,06-29,0,4942
2012,06-29,100,112
2012,06-29,200,96
2012,06-29,300,389
2012,06-29,400,40
2012,06-29,500,216
2012,06-29,600,636
2012,06-29,700,1099
2012,06-29,800,216
2012,06-29,900,317
2012,06-30,0,6723
2012,06-30,100,201
2012,06-30,200,111
2012,06-30,300,638
2012,06-30,400,59
2012,06-30,500,326
2012,06-30,600,1063
2012,06-30,700,1596
2012,06-30,800,321
2012,06-30,900,533
2012,07-01,0,2830
2012,07-01,100,66
2012,07-01,200,55
2012,07-01,300,262
2012,07-01,400,26
2012,07-01,500,172
2012,07-01,600,457
2012,07-01,700,801
2012,07-01,800,183
2012,07-01,900,229
2012,07-02,0,8313
2012,07-02,100,217
2012,07-02,200,165
2012,07-02,300,782
2012,07-02,400,93
2012,07-02,500,417
2012,07-02,600,1189
2012,07-02,700,2120
2012,07-02,800,344
2012,07-02,900,561
2012,07-03,0,7439
2012,07-03,100,190
2012,07-03,200,127
2012,07-03,300,664
2012,07-03,400,71
2012,07-03,500,436
2012,07-03,600,1144
2012,07-03,700,1873
2012,07-03,800,324
2012,07-03,900,480
2012,07-05,0,6433
2012,07-05,100,192
2012,07-05,200,136
2012,07-05,300,712
2012,07-05,400,80
2012,07-05,500,382
2012,07-05,600,954
2012,07-05,700,1506
2012,07-05,800,357
2012,07-05,900,587
2012,07-06,0,3954
2012,07-06,100,98
2012,07-06,200,51
2012,07-06,300,346
2012,07-06,400,40
2012,07-06,500,176
2012,07-06,600,565
2012,07-06,700,902
2012,07-06,800,210
2012,07-06,900,287
2012,07-07,0,5811
2012,07-07,100,202
2012,07-07,200,108
2012,07-07,300,527
2012,07-07,400,56
2012,07-07,500,305
2012,07-07,600,894
2012,07-07,700,1461
2012,07-07,800,274
2012,07-07,900,435
2012,07-08,0,2443
2012,07-08,100,63
2012,07-08,200,71
2012,07-08,300,255
2012,07-08,400,16
2012,07-08,500,156
2012,07-08,600,405
2012,07-08,700,775
2012,07-08,800,167
2012,07-08,900,225
2012,07-09,0,8791
2012,07-09,100,225
2012,07-09,200,146
2012,07-09,300,790
2012,07-09,400,70
2012,07-09,500,524
2012,07-09,600,1123
2012,07-09,700,2207
2012,07-09,800,360
2012,07-09,900,579
2012,07-10,0,7098
2012,07-10,100,199
2012,07-10,200,106
2012,07-10,300,578
2012,07-10,400,66
2012,07-10,500,372
2012,07-10,600,985
2012,07-10,700,1698
2012,07-10,800,303
2012,07-10,900,461
2012,07-11,0,6108
2012,07-11,100,173
2012,07-11,200,95
2012,07-11,300,594
2012,07-11,400,59
2012,07-11,500,283
2012,07-11,600,785
2012,07-11,700,1459
2012,07-11,800,241
2012,07-11,900,453
2012,07-12,0,6262
2012,07-12,100,172
2012,07-12,200,128
2012,07-12,300,522
2012,07-12,400,57
2012,07-12,500,368
2012,07-12,600,853
2012,07-12,700,1612
2012,07-12,800,275
2012,07-12,900,444
2012,07-13,0,4504
2012,07-13,100,112
2012,07-13,200,77
2012,07-13,300,382
2012,07-13,400,33
2012,07-13,500,220
2012,07-13,600,650
2012,07-13,700,917
2012,07-13,800,226
2012,07-13,900,279
2012,07-14,0,6024
2012,07-14,100,174
2012,07-14,200,124
2012,07-14,300,569
2012,07-14,400,67
2012,07-14,500,311
2012,07-14,600,982
2012,07-14,700,1674
2012,07-14,800,326
2012,07-14,900,458
2012,07-15,0,2840
2012,07-15,100,93
2012,07-15,200,50
2012,07-15,300,231
2012,07-15,400,29
2012,07-15,500,126
2012,07-15,600,405
2012,07-15,700,870
2012,07-15,800,154
2012,07-15,900,247
2012,07-16,0,7877
2012,07-16,100,225
2012,07-16,200,141
2012,07-16,300,736
2012,07-16,400,81
2012,07-16,500,396
2012,07-16,600,1177
2012,07-16,700,2124
2012,07-16,800,372
2012,07-16,900,593
2012,07-17,0,7669
2012,07-17,100,193
2012,07-17,200,137
2012,07-17,300,625
2012,07-17,400,56
2012,07-17,500,427
2012,07-17,600,977
2012,07-17,700,1519
2012,07-17,800,276
2012,07-17,900,509
2012,07-18,0,6577
2012,07-18,100,193
2012,07-18,200,109
2012,07-18,300,602
2012,07-18,400,46
2012,07-18,500,331
2012,07-18,600,899
2012,07-18,700,1494
2012,07-18,800,277
2012,07-18,900,427
2012,07-19,0,5892
2012,07-19,100,166
2012,07-19,200,118
2012,07-19,300,540
2012,07-19,400,68
2012,07-19,500,305
2012,07-19,600,845
2012,07-19,700,1505
2012,07-19,800,251
2012,07-19,900,430
2012,07-20,0,4294
2012,07-20,100,110
2012,07-20,200,72
2012,07-20,300,371
2012,07-20,400,36
2012,07-20,500,223
2012,07-20,600,525
2012,07-20,700,1050
2012,07-20,800,167
2012,07-20,900,336
2012,07-21,0,5685
2012,07-21,100,177
2012,07-21,200,104
2012,07-21,300,519
2012,07-21,400,56
2012,07-21,500,240
2012,07-21,600,914
2012,07-21,700,1551
2012,07-21,800,324
2012,07-21,900,418
2012,07-22,0,2622
2012,07-22,100,85
2012,07-22,200,68
2012,07-22,300,236
2012,07-22,400,25
2012,07-22,500,150
2012,07-22,600,384
2012,07-22,700,730
2012,07-22,800,121
2012,07-22,900,218
2012,07-23,0,7803
2012,07-23,100,208
2012,07-23,200,141
2012,07-23,300,758
2012,07-23,400,69
2012,07-23,500,431
2012,07-23,600,1163
2012,07-23,700,1959
2012,07-23,800,421
2012,07-23,900,636
2012,07-24,0,5988
2012,07-24,100,185
2012,07-24,200,86
2012,07-24,300,560
2012,07-24,400,67
2012,07-24,500,395
2012,07-24,600,810
2012,07-24,700,1406
2012,07-24,800,260
2012,07-24,900,447
2012,07-25,0,5208
2012,07-25,100,150
2012,07-25,200,90
2012,07-25,300,461
2012,07-25,400,60
2012,07-25,500,235
2012,07-25,600,817
2012,07-25,700,1209
2012,07-25,800,307
2012,07-25,900,383
2012,07-26,0,5691
2012,07-26,100,156
2012,07-26,200,107
2012,07-26,300,567
2012,07-26,400,55
2012,07-26,500,272
2012,07-26,600,897
2012,07-26,700,1381
2012,07-26,800,296
2012,07-26,900,419
2012,07-27,0,4499
2012,07-27,100,112
2012,07-27,200,78
2012,07-27,300,385
2012,07-27,400,41
2012,07-27,500,190
2012,07-27,600,623
2012,07-27,700,1101
2012,07-27,800,205
2012,07-27,900,290
2012,07-28,0,5588
2012,07-28,100,158
2012,07-28,200,117
2012,07-28,300,547
2012,07-28,400,56
2012,07-28,500,277
2012,07-28,600,846
2012,07-28,700,1471
2012,07-28,800,272
2012,07-28,900,487
2012,07-29,0,2328
2012,07-29,100,63
2012,07-29,200,43
2012,07-29,300,197
2012,07-29,400,23
2012,07-29,500,106
2012,07-29,600,356
2012,07-29,700,696
2012,07-29,800,80
2012,07-29,900,197
2012,07-30,0,7572
2012,07-30,100,201
2012,07-30,200,149
2012,07-30,300,700
2012,07-30,400,62
2012,07-30,500,421
2012,07-30,600,1113
2012,07-30,700,1839
2012,07-30,800,342
2012,07-30,900,540
2012,07-31,0,6120
2012,07-31,100,154
2012,07-31,200,107
2012,07-31,300,553
2012,07-31,400,50
2012,07-31,500,321
2012,07-31,600,887
2012,07-31,700,1659
2012,07-31,800,284
2012,07-31,900,495
2012,08-01,0,5571
2012,08-01,100,138
2012,08-01,200,112
2012,08-01,300,534
2012,08-01,400,49
2012,08-01,500,246
2012,08-01,600,883
2012,08-01,700,1376
2012,08-01,800,247
2012,08-01,900,405
2012,08-02,0,5433
2012,08-02,100,159
2012,08-02,200,137
2012,08-02,300,598
2012,08-02,400,67
2012,08-02,500,243
2012,08-02,600,847
2012,08-02,700,1351
2012,08-02,800,272
2012,08-02,900,430
2012,08-03,0,3374
2012,08-03,100,92
2012,08-03,200,66
2012,08-03,300,279
2012,08-03,400,29
2012,08-03,500,148
2012,08-03,600,445
2012,08-03,700,816
2012,08-03,800,162
2012,08-03,900,247
2012,08-04,0,4520
2012,08-04,100,121
2012,08-04,200,93
2012,08-04,300,404
2012,08-04,400,35
2012,08-04,500,170
2012,08-04,600,676
2012,08-04,700,1254
2012,08-04,800,228
2012,08-04,900,337
2012,08-05,0,1959
2012,08-05,100,48
2012,08-05,200,21
2012,08-05,300,155
2012,08-05,400,26
2012,08-05,500,96
2012,08-05,600,251
2012,08-05,700,539
2012,08-05,800,126
2012,08-05,900,115
2012,08-06,0,7358
2012,08-06,100,177
2012,08-06,200,118
2012,08-06,300,680
2012,08-06,400,78
2012,08-06,500,406
2012,08-06,600,1047
2012,08-06,700,1819
2012,08-06,800,301
2012,08-06,900,538
2012,08-07,0,6173
2012,08-07,100,165
2012,08-07,200,124
2012,08-07,300,538
2012,08-07,400,58
2012,08-07,500,273
2012,08-07,600,870
2012,08-07,700,1506
2012,08-07,800,240
2012,08-07,900,403
2012,08-08,0,6277
2012,08-08,100,193
2012,08-08,200,105
2012,08-08,300,564
2012,08-08,400,48
2012,08-08,500,261
2012,08-08,600,907
2012,08-08,700,1580
2012,08-08,800,274
2012,08-08,900,459
2012,08-09,0,5425
2012,08-09,100,145
2012,08-09,200,116
2012,08-09,300,466
2012,08-09,400,51
2012,08-09,500,268
2012,08-09,600,878
2012,08-09,700,1411
2012,08-09,800,272
2012,08-09,900,435
2012,08-10,0,3845
2012,08-10,100,114
2012,08-10,200,81
2012,08-10,300,361
2012,08-10,400,26
2012,08-10,500,185
2012,08-10,600,571
2012,08-10,700,943
2012,08-10,800,157
2012,08-10,900,310
2012,08-11,0,5062
2012,08-11,100,188
2012,08-11,200,100
2012,08-11,300,551
2012,08-11,400,43
2012,08-11,500,229
2012,08-11,600,864
2012,08-11,700,1447
2012,08-11,800,282
2012,08-11,900,472
2012,08-12,0,2325
2012,08-12,100,69
2012,08-12,200,58
2012,08-12,300,227
2012,08-12,400,23
2012,08-12,500,122
2012,08-12,600,332
2012,08-12,700,573
2012,08-12,800,119
2012,08-12,900,192
2012,08-13,0,7619
2012,08-13,100,193
2012,08-13,200,121
2012,08-13,300,657
2012,08-13,400,60
2012,08-13,500,394
2012,08-13,600,1068
2012,08-13,700,2034
2012,08-13,800,266
2012,08-13,900,521
2012,08-14,0,6193
2012,08-14,100,179
2012,08-14,200,108
2012,08-14,300,474
2012,08-14,400,40
2012,08-14,500,320
2012,08-14,600,886
2012,08-14,700,1495
2012,08-14,800,233
2012,08-14,900,456
2012,08-15,0,5670
2012,08-15,100,157
2012,08-15,200,113
2012,08-15,300,547
2012,08-15,400,72
2012,08-15,500,298
2012,08-15,600,845
2012,08-15,700,1271
2012,08-15,800,266
2012,08-15,900,484
2012,08-16,0,5761
2012,08-16,100,126
2012,08-16,200,125
2012,08-16,300,489
2012,08-16,400,45
2012,08-16,500,228
2012,08-16,600,862
2012,08-16,700,1415
2012,08-16,800,210
2012,08-16,900,420
2012,08-17,0,3652
2012,08-17,100,96
2012,08-17,200,66
2012,08-17,300,415
2012,08-17,400,60
2012,08-17,500,174
2012,08-17,600,512
2012,08-17,700,920
2012,08-17,800,187
2012,08-17,900,300
2012,08-18,0,6274
2012,08-18,100,167
2012,08-18,200,133
2012,08-18,300,570
2012,08-18,400,40
2012,08-18,500,269
2012,08-18,600,967
2012,08-18,700,1476
2012,08-18,800,291
2012,08-18,900,540
2012,08-19,0,2470
2012,08-19,100,63
2012,08-19,200,43
2012,08-19,300,248
2012,08-19,400,20
2012,08-19,500,108
2012,08-19,600,398
2012,08-19,700,659
2012,08-19,800,106
2012,08-19,900,172
2012,08-20,0,7849
2012,08-20,100,231
2012,08-20,200,160
2012,08-20,300,750
2012,08-20,400,78
2012,08-20,500,332
2012,08-20,600,1265
2012,08-20,700,1886
2012,08-20,800,397
2012,08-20,900,545
2012,08-21,0,6785
2012,08-21,100,147
2012,08-21,200,101
2012,08-21,300,578
2012,08-21,400,47
2012,08-21,500,394
2012,08-21,600,892
2012,08-21,700,1688
2012,08-21,800,254
2012,08-21,900,471
2012,08-22,0,6282
2012,08-22,100,135
2012,08-22,200,131
2012,08-22,300,621
2012,08-22,400,69
2012,08-22,500,327
2012,08-22,600,935
2012,08-22,700,1374
2012,08-22,800,296
2012,08-22,900,416
2012,08-23,0,5795
2012,08-23,100,160
2012,08-23,200,123
2012,08-23,300,580
2012,08-23,400,42
2012,08-23,500,301
2012,08-23,600,853
2012,08-23,700,1352
2012,08-23,800,284
2012,08-23,900,422
2012,08-24,0,3886
2012,08-24,100,111
2012,08-24,200,85
2012,08-24,300,331
2012,08-24,400,30
2012,08-24,500,146
2012,08-24,600,538
2012,08-24,700,929
2012,08-24,800,169
2012,08-24,900,279
2012,08-25,0,6616
2012,08-25,100,198
2012,08-25,200,121
2012,08-25,300,612
2012,08-25,400,53
2012,08-25,500,333
2012,08-25,600,1062
2012,08-25,700,1635
2012,08-25,800,305
2012,08-25,900,523
2012,08-26,0,4211
2012,08-26,100,105
2012,08-26,200,85
2012,08-26,300,372
2012,08-26,400,33
2012,08-26,500,260
2012,08-26,600,596
2012,08-26,700,1131
2012,08-26,800,181
2012,08-26,900,322
2012,09-04,0,7693
2012,09-04,100,181
2012,09-04,200,138
2012,09-04,300,672
2012,09-04,400,77
2012,09-04,500,378
2012,09-04,600,1013
2012,09-04,700,1894
2012,09-04,800,327
2012,09-04,900,577
2012,09-05,0,5310
2012,09-05,100,176
2012,09-05,200,67
2012,09-05,300,436
2012,09-05,400,52
2012,09-05,500,254
2012,09-05,600,704
2012,09-05,700,1010
2012,09-05,800,211
2012,09-05,900,371
2012,09-06,0,4721
2012,09-06,100,145
2012,09-06,200,87
2012,09-06,300,468
2012,09-06,400,45
2012,09-06,500,305
2012,09-06,600,616
2012,09-06,700,868
2012,09-06,800,268
2012,09-06,900,345
2012,09-07,0,3354
2012,09-07,100,88
2012,09-07,200,79
2012,09-07,300,341
2012,09-07,400,33
2012,09-07,500,192
2012,09-07,600,517
2012,09-07,700,812
2012,09-07,800,166
2012,09-07,900,248
2012,09-08,0,6258
2012,09-08,100,151
2012,09-08,200,114
2012,09-08,300,541
2012,09-08,400,42
2012,09-08,500,339
2012,09-08,600,1041
2012,09-08,700,1413
2012,09-08,800,249
2012,09-08,900,531
2012,09-09,0,3286
2012,09-09,100,80
2012,09-09,200,50
2012,09-09,300,270
2012,09-09,400,39
2012,09-09,500,178
2012,09-09,600,326
2012,09-09,700,793
2012,09-09,800,195
2012,09-09,900,196
2012,09-10,0,8167
2012,09-10,100,189
2012,09-10,200,144
2012,09-10,300,770
2012,09-10,400,68
2012,09-10,500,403
2012,09-10,600,1121
2012,09-10,700,1601
2012,09-10,800,281
2012,09-10,900,540
2012,09-11,0,6715
2012,09-11,100,149
2012,09-11,200,145
2012,09-11,300,670
2012,09-11,400,51
2012,09-11,500,372
2012,09-11,600,1048
2012,09-11,700,1313
2012,09-11,800,277
2012,09-11,900,458
2012,09-12,0,5818
2012,09-12,100,160
2012,09-12,200,108
2012,09-12,300,479
2012,09-12,400,45
2012,09-12,500,311
2012,09-12,600,905
2012,09-12,700,1152
2012,09-12,800,281
2012,09-12,900,423
2012,09-13,0,5813
2012,09-13,100,133
2012,09-13,200,116
2012,09-13,300,517
2012,09-13,400,68
2012,09-13,500,281
2012,09-13,600,872
2012,09-13,700,1182
2012,09-13,800,278
2012,09-13,900,391
2012,09-14,0,3477
2012,09-14,100,114
2012,09-14,200,73
2012,09-14,300,350
2012,09-14,400,37
2012,09-14,500,181
2012,09-14,600,555
2012,09-14,700,781
2012,09-14,800,200
2012,09-14,900,303
2012,09-15,0,6038
2012,09-15,100,152
2012,09-15,200,135
2012,09-15,300,642
2012,09-15,400,65
2012,09-15,500,298
2012,09-15,600,912
2012,09-15,700,1610
2012,09-15,800,321
2012,09-15,900,554
2012,09-16,0,3076
2012,09-16,100,95
2012,09-16,200,73
2012,09-16,300,319
2012,09-16,400,24
2012,09-16,500,183
2012,09-16,600,486
2012,09-16,700,666
2012,09-16,800,138
2012,09-16,900,184
2012,09-17,0,6259
2012,09-17,100,178
2012,09-17,200,149
2012,09-17,300,620
2012,09-17,400,77
2012,09-17,500,332
2012,09-17,600,1048
2012,09-17,700,1540
2012,09-17,800,282
2012,09-17,900,492
2012,09-18,0,5801
2012,09-18,100,195
2012,09-18,200,117
2012,09-18,300,645
2012,09-18,400,56
2012,09-18,500,336
2012,09-18,600,939
2012,09-18,700,1297
2012,09-18,800,309
2012,09-18,900,452
2012,09-19,0,5791
2012,09-19,100,196
2012,09-19,200,109
2012,09-19,300,627
2012,09-19,400,52
2012,09-19,500,316
2012,09-19,600,982
2012,09-19,700,1231
2012,09-19,800,288
2012,09-19,900,448
2012,09-20,0,4990
2012,09-20,100,149
2012,09-20,200,129
2012,09-20,300,583
2012,09-20,400,48
2012,09-20,500,273
2012,09-20,600,954
2012,09-20,700,1128
2012,09-20,800,233
2012,09-20,900,375
2012,09-21,0,3578
2012,09-21,100,111
2012,09-21,200,80
2012,09-21,300,337
2012,09-21,400,35
2012,09-21,500,222
2012,09-21,600,557
2012,09-21,700,786
2012,09-21,800,167
2012,09-21,900,246
2012,09-22,0,6324
2012,09-22,100,181
2012,09-22,200,130
2012,09-22,300,637
2012,09-22,400,45
2012,09-22,500,335
2012,09-22,600,1013
2012,09-22,700,1704
2012,09-22,800,298
2012,09-22,900,471
2012,09-23,0,2511
2012,09-23,100,80
2012,09-23,200,43
2012,09-23,300,234
2012,09-23,400,5
2012,09-23,500,136
2012,09-23,600,420
2012,09-23,700,674
2012,09-23,800,110
2012,09-23,900,217
2012,09-24,0,6002
2012,09-24,100,205
2012,09-24,200,114
2012,09-24,300,696
2012,09-24,400,79
2012,09-24,500,343
2012,09-24,600,972
2012,09-24,700,1303
2012,09-24,800,340
2012,09-24,900,458
2012,09-25,0,5969
2012,09-25,100,139
2012,09-25,200,108
2012,09-25,300,584
2012,09-25,400,71
2012,09-25,500,358
2012,09-25,600,897
2012,09-25,700,1296
2012,09-25,800,290
2012,09-25,900,444
2012,09-26,0,6082
2012,09-26,100,153
2012,09-26,200,97
2012,09-26,300,609
2012,09-26,400,59
2012,09-26,500,406
2012,09-26,600,936
2012,09-26,700,1566
2012,09-26,800,319
2012,09-26,900,464
2012,09-28,0,4705
2012,09-28,100,115
2012,09-28,200,102
2012,09-28,300,435
2012,09-28,400,74
2012,09-28,500,210
2012,09-28,600,678
2012,09-28,700,963
2012,09-28,800,242
2012,09-28,900,393
2012,09-29,0,7009
2012,09-29,100,175
2012,09-29,200,142
2012,09-29,300,735
2012,09-29,400,84
2012,09-29,500,367
2012,09-29,600,1006
2012,09-29,700,1602
2012,09-29,800,311
2012,09-29,900,505
2012,09-30,0,2921
2012,09-30,100,85
2012,09-30,200,63
2012,09-30,300,318
2012,09-30,400,19
2012,09-30,500,194
2012,09-30,600,444
2012,09-30,700,692
2012,09-30,800,151
2012,09-30,900,229
2012,10-01,0,6764
2012,10-01,100,238
2012,10-01,200,132
2012,10-01,300,644
2012,10-01,400,61
2012,10-01,500,352
2012,10-01,600,1045
2012,10-01,700,1593
2012,10-01,800,290
2012,10-01,900,443
2012,10-02,0,6523
2012,10-02,100,156
2012,10-02,200,136
2012,10-02,300,624
2012,10-02,400,58
2012,10-02,500,322
2012,10-02,600,949
2012,10-02,700,1359
2012,10-02,800,287
2012,10-02,900,460
2012,10-03,0,5698
2012,10-03,100,152
2012,10-03,200,85
2012,10-03,300,560
2012,10-03,400,69
2012,10-03,500,315
2012,10-03,600,920
2012,10-03,700,1188
2012,10-03,800,231
2012,10-03,900,412
2012,10-04,0,5486
2012,10-04,100,177
2012,10-04,200,111
2012,10-04,300,556
2012,10-04,400,44
2012,10-04,500,298
2012,10-04,600,823
2012,10-04,700,1218
2012,10-04,800,266
2012,10-04,900,374
2012,10-05,0,3837
2012,10-05,100,131
2012,10-05,200,75
2012,10-05,300,369
2012,10-05,400,34
2012,10-05,500,214
2012,10-05,600,559
2012,10-05,700,792
2012,10-05,800,195
2012,10-05,900,286
2012,10-06,0,6447
2012,10-06,100,213
2012,10-06,200,162
2012,10-06,300,565
2012,10-06,400,92
2012,10-06,500,354
2012,10-06,600,1110
2012,10-06,700,1555
2012,10-06,800,282
2012,10-06,900,500
2012,10-07,0,2825
2012,10-07,100,80
2012,10-07,200,42
2012,10-07,300,271
2012,10-07,400,31
2012,10-07,500,215
2012,10-07,600,482
2012,10-07,700,855
2012,10-07,800,114
2012,10-07,900,214
2012,10-08,0,6724
2012,10-08,100,203
2012,10-08,200,125
2012,10-08,300,622
2012,10-08,400,54
2012,10-08,500,327
2012,10-08,600,1062
2012,10-08,700,1396
2012,10-08,800,305
2012,10-08,900,428
2012,10-09,0,6370
2012,10-09,100,170
2012,10-09,200,116
2012,10-09,300,649
2012,10-09,400,47
2012,10-09,500,357
2012,10-09,600,1054
2012,10-09,700,1271
2012,10-09,800,320
2012,10-09,900,409
2012,10-10,0,6105
2012,10-10,100,160
2012,10-10,200,137
2012,10-10,300,525
2012,10-10,400,58
2012,10-10,500,328
2012,10-10,600,984
2012,10-10,700,1322
2012,10-10,800,217
2012,10-10,900,416
2012,10-11,0,5192
2012,10-11,100,148
2012,10-11,200,94
2012,10-11,300,481
2012,10-11,400,42
2012,10-11,500,245
2012,10-11,600,780
2012,10-11,700,1174
2012,10-11,800,279
2012,10-11,900,423
2012,10-12,0,4547
2012,10-12,100,131
2012,10-12,200,84
2012,10-12,300,421
2012,10-12,400,29
2012,10-12,500,299
2012,10-12,600,630
2012,10-12,700,1028
2012,10-12,800,167
2012,10-12,900,288
2012,10-13,0,6760
2012,10-13,100,210
2012,10-13,200,126
2012,10-13,300,821
2012,10-13,400,74
2012,10-13,500,437
2012,10-13,600,1115
2012,10-13,700,1692
2012,10-13,800,337
2012,10-13,900,491
2012,10-14,0,2854
2012,10-14,100,68
2012,10-14,200,49
2012,10-14,300,300
2012,10-14,400,14
2012,10-14,500,226
2012,10-14,600,443
2012,10-14,700,733
2012,10-14,800,146
2012,10-14,900,223
2012,10-15,0,6727
2012,10-15,100,191
2012,10-15,200,146
2012,10-15,300,645
2012,10-15,400,73
2012,10-15,500,323
2012,10-15,600,955
2012,10-15,700,1375
2012,10-15,800,308
2012,10-15,900,531
2012,10-16,0,5850
2012,10-16,100,170
2012,10-16,200,95
2012,10-16,300,708
2012,10-16,400,68
2012,10-16,500,346
2012,10-16,600,939
2012,10-16,700,1062
2012,10-16,800,231
2012,10-16,900,418
2012,10-17,0,5832
2012,10-17,100,165
2012,10-17,200,111
2012,10-17,300,549
2012,10-17,400,56
2012,10-17,500,254
2012,10-17,600,827
2012,10-17,700,1135
2012,10-17,800,259
2012,10-17,900,490
2012,10-18,0,5396
2012,10-18,100,130
2012,10-18,200,113
2012,10-18,300,549
2012,10-18,400,55
2012,10-18,500,274
2012,10-18,600,826
2012,10-18,700,1181
2012,10-18,800,266
2012,10-18,900,363
2012,10-19,0,3894
2012,10-19,100,106
2012,10-19,200,89
2012,10-19,300,368
2012,10-19,400,26
2012,10-19,500,203
2012,10-19,600,608
2012,10-19,700,858
2012,10-19,800,186
2012,10-19,900,287
2012,10-20,0,6361
2012,10-20,100,159
2012,10-20,200,117
2012,10-20,300,681
2012,10-20,400,64
2012,10-20,500,385
2012,10-20,600,1006
2012,10-20,700,1672
2012,10-20,800,330
2012,10-20,900,483
2012,10-21,0,2990
2012,10-21,100,85
2012,10-21,200,64
2012,10-21,300,258
2012,10-21,400,33
2012,10-21,500,150
2012,10-21,600,528
2012,10-21,700,814
2012,10-21,800,127
2012,10-21,900,209
2012,10-22,0,5625
2012,10-22,100,182
2012,10-22,200,128
2012,10-22,300,599
2012,10-22,400,76
2012,10-22,500,308
2012,10-22,600,875
2012,10-22,700,1202
2012,10-22,800,348
2012,10-22,900,445
2012,10-23,0,6196
2012,10-23,100,157
2012,10-23,200,105
2012,10-23,300,593
2012,10-23,400,55
2012,10-23,500,343
2012,10-23,600,905
2012,10-23,700,1271
2012,10-23,800,315
2012,10-23,900,459
2012,10-24,0,5955
2012,10-24,100,163
2012,10-24,200,116
2012,10-24,300,622
2012,10-24,400,56
2012,10-24,500,323
2012,10-24,600,782
2012,10-24,700,1173
2012,10-24,800,308
2012,10-24,900,399
2012,10-25,0,5381
2012,10-25,100,185
2012,10-25,200,82
2012,10-25,300,492
2012,10-25,400,41
2012,10-25,500,292
2012,10-25,600,809
2012,10-25,700,1209
2012,10-25,800,238
2012,10-25,900,388
2012,10-26,0,3602
2012,10-26,100,86
2012,10-26,200,68
2012,10-26,300,336
2012,10-26,400,22
2012,10-26,500,151
2012,10-26,600,518
2012,10-26,700,703
2012,10-26,800,149
2012,10-26,900,276
2012,10-27,0,5979
2012,10-27,100,159
2012,10-27,200,92
2012,10-27,300,622
2012,10-27,400,76
2012,10-27,500,344
2012,10-27,600,951
2012,10-27,700,1554
2012,10-27,800,257
2012,10-27,900,475
2012,10-28,0,2784
2012,10-28,100,95
2012,10-28,200,57
2012,10-28,300,301
2012,10-28,400,46
2012,10-28,500,149
2012,10-28,600,448
2012,10-28,700,808
2012,10-28,800,113
2012,10-28,900,199
2012,10-29,0,6289
2012,10-29,100,204
2012,10-29,200,124
2012,10-29,300,669
2012,10-29,400,58
2012,10-29,500,352
2012,10-29,600,991
2012,10-29,700,1438
2012,10-29,800,281
2012,10-29,900,387
2012,10-30,0,5062
2012,10-30,100,145
2012,10-30,200,105
2012,10-30,300,471
2012,10-30,400,45
2012,10-30,500,226
2012,10-30,600,767
2012,10-30,700,1016
2012,10-30,800,191
2012,10-30,900,394
2012,10-31,0,4113
2012,10-31,100,150
2012,10-31,200,89
2012,10-31,300,416
2012,10-31,400,37
2012,10-31,500,270
2012,10-31,600,705
2012,10-31,700,1020
2012,10-31,800,243
2012,10-31,900,344
2012,11-01,0,5790
2012,11-01,100,174
2012,11-01,200,108
