Year,Month,dewey,counts
2009,12-17,0,7985
2009,12-17,100,316
2009,12-17,200,240
2009,12-17,300,1147
2009,12-17,400,83
2009,12-17,500,362
2009,12-17,600,1617
2009,12-17,700,2038
2009,12-17,800,461
2009,12-17,900,698
2009,12-18,0,6752
2009,12-18,100,294
2009,12-18,200,247
2009,12-18,300,882
2009,12-18,400,62
2009,12-18,500,299
2009,12-18,600,1301
2009,12-18,700,1783
2009,12-18,800,415
2009,12-18,900,660
2009,12-19,0,7568
2009,12-19,100,302
2009,12-19,200,227
2009,12-19,300,889
2009,12-19,400,72
2009,12-19,500,321
2009,12-19,600,1572
2009,12-19,700,2065
2009,12-19,800,441
2009,12-19,900,719
2009,12-20,0,3474
2009,12-20,100,144
2009,12-20,200,130
2009,12-20,300,466
2009,12-20,400,32
2009,12-20,500,154
2009,12-20,600,657
2009,12-20,700,1087
2009,12-20,800,197
2009,12-20,900,258
2009,12-21,0,7588
2009,12-21,100,297
2009,12-21,200,196
2009,12-21,300,1032
2009,12-21,400,83
2009,12-21,500,357
2009,12-21,600,1338
2009,12-21,700,2155
2009,12-21,800,440
2009,12-21,900,652
2009,12-22,0,7796
2009,12-22,100,323
2009,12-22,200,243
2009,12-22,300,1063
2009,12-22,400,50
2009,12-22,500,318
2009,12-22,600,1317
2009,12-22,700,2340
2009,12-22,800,421
2009,12-22,900,593
2009,12-23,0,9492
2009,12-23,100,374
2009,12-23,200,291
2009,12-23,300,1234
2009,12-23,400,83
2009,12-23,500,406
2009,12-23,600,2068
2009,12-23,700,2619
2009,12-23,800,625
2009,12-23,900,961
2009,12-26,0,6667
2009,12-26,100,304
2009,12-26,200,216
2009,12-26,300,928
2009,12-26,400,62
2009,12-26,500,285
2009,12-26,600,1334
2009,12-26,700,1767
2009,12-26,800,350
2009,12-26,900,645
2009,12-27,0,2989
2009,12-27,100,133
2009,12-27,200,116
2009,12-27,300,538
2009,12-27,400,35
2009,12-27,500,130
2009,12-27,600,635
2009,12-27,700,923
2009,12-27,800,172
2009,12-27,900,189
2009,12-28,0,7566
2009,12-28,100,294
2009,12-28,200,247
2009,12-28,300,996
2009,12-28,400,72
2009,12-28,500,326
2009,12-28,600,1502
2009,12-28,700,2016
2009,12-28,800,530
2009,12-28,900,709
2009,12-29,0,8014
2009,12-29,100,302
2009,12-29,200,233
2009,12-29,300,1089
2009,12-29,400,118
2009,12-29,500,365
2009,12-29,600,1740
2009,12-29,700,2433
2009,12-29,800,448
2009,12-29,900,668
2009,12-30,0,9884
2009,12-30,100,471
2009,12-30,200,260
2009,12-30,300,1422
2009,12-30,400,84
2009,12-30,500,469
2009,12-30,600,2283
2009,12-30,700,2766
2009,12-30,800,573
2009,12-30,900,825
2009,12-31,0,7742
2009,12-31,100,304
2009,12-31,200,230
2009,12-31,300,1121
2009,12-31,400,72
2009,12-31,500,341
2009,12-31,600,1754
2009,12-31,700,1893
2009,12-31,800,452
2009,12-31,900,700
2010,01-02,0,9272
2010,01-02,100,443
2010,01-02,200,257
2010,01-02,300,1305
2010,01-02,400,61
2010,01-02,500,522
2010,01-02,600,2174
2010,01-02,700,2711
2010,01-02,800,522
2010,01-02,900,1054
2010,01-03,0,4276
2010,01-03,100,172
2010,01-03,200,139
2010,01-03,300,612
2010,01-03,400,46
2010,01-03,500,259
2010,01-03,600,1070
2010,01-03,700,1287
2010,01-03,800,194
2010,01-03,900,363
2010,01-04,0,7968
2010,01-04,100,270
2010,01-04,200,287
2010,01-04,300,1188
2010,01-04,400,79
2010,01-04,500,456
2010,01-04,600,1842
2010,01-04,700,2447
2010,01-04,800,475
2010,01-04,900,823
2010,01-05,0,8635
2010,01-05,100,394
2010,01-05,200,325
2010,01-05,300,1245
2010,01-05,400,80
2010,01-05,500,453
2010,01-05,600,2122
2010,01-05,700,2267
2010,01-05,800,635
2010,01-05,900,933
2010,01-06,0,10362
2010,01-06,100,424
2010,01-06,200,343
2010,01-06,300,1591
2010,01-06,400,114
2010,01-06,500,565
2010,01-06,600,2371
2010,01-06,700,2796
2010,01-06,800,555
2010,01-06,900,1011
2010,01-07,0,8475
2010,01-07,100,352
2010,01-07,200,307
2010,01-07,300,1214
2010,01-07,400,70
2010,01-07,500,495
2010,01-07,600,2220
2010,01-07,700,2201
2010,01-07,800,544
2010,01-07,900,833
2010,01-08,0,7195
2010,01-08,100,282
2010,01-08,200,255
2010,01-08,300,1110
2010,01-08,400,78
2010,01-08,500,341
2010,01-08,600,1603
2010,01-08,700,1892
2010,01-08,800,462
2010,01-08,900,772
2010,01-09,0,9467
2010,01-09,100,445
2010,01-09,200,354
2010,01-09,300,1448
2010,01-09,400,87
2010,01-09,500,536
2010,01-09,600,2257
2010,01-09,700,2566
2010,01-09,800,542
2010,01-09,900,1003
2010,01-10,0,4486
2010,01-10,100,138
2010,01-10,200,143
2010,01-10,300,553
2010,01-10,400,70
2010,01-10,500,275
2010,01-10,600,1008
2010,01-10,700,1368
2010,01-10,800,293
2010,01-10,900,404
2010,01-11,0,7899
2010,01-11,100,357
2010,01-11,200,262
2010,01-11,300,1176
2010,01-11,400,72
2010,01-11,500,433
2010,01-11,600,1856
2010,01-11,700,2287
2010,01-11,800,482
2010,01-11,900,796
2010,01-12,0,8591
2010,01-12,100,362
2010,01-12,200,271
2010,01-12,300,1317
2010,01-12,400,102
2010,01-12,500,503
2010,01-12,600,2072
2010,01-12,700,2424
2010,01-12,800,547
2010,01-12,900,815
2010,01-13,0,9423
2010,01-13,100,476
2010,01-13,200,305
2010,01-13,300,1423
2010,01-13,400,128
2010,01-13,500,495
2010,01-13,600,2433
2010,01-13,700,2868
2010,01-13,800,590
2010,01-13,900,994
2010,01-14,0,8396
2010,01-14,100,371
2010,01-14,200,315
2010,01-14,300,1149
2010,01-14,400,97
2010,01-14,500,358
2010,01-14,600,2018
2010,01-14,700,2188
2010,01-14,800,554
2010,01-14,900,802
2010,01-15,0,7286
2010,01-15,100,373
2010,01-15,200,318
2010,01-15,300,1000
2010,01-15,400,86
2010,01-15,500,383
2010,01-15,600,1819
2010,01-15,700,1899
2010,01-15,800,448
2010,01-15,900,729
2010,01-16,0,9526
2010,01-16,100,450
2010,01-16,200,309
2010,01-16,300,1341
2010,01-16,400,77
2010,01-16,500,513
2010,01-16,600,2212
2010,01-16,700,2940
2010,01-16,800,605
2010,01-16,900,1002
2010,01-17,0,4456
2010,01-17,100,130
2010,01-17,200,126
2010,01-17,300,668
2010,01-17,400,43
2010,01-17,500,211
2010,01-17,600,1000
2010,01-17,700,1275
2010,01-17,800,318
2010,01-17,900,495
2010,01-18,0,0
2010,01-18,100,0
2010,01-18,200,0
2010,01-18,300,0
2010,01-18,400,0
2010,01-18,500,0
2010,01-18,600,0
2010,01-18,700,1
2010,01-18,800,0
2010,01-18,900,0
2010,01-19,0,8895
2010,01-19,100,387
2010,01-19,200,294
2010,01-19,300,1146
2010,01-19,400,93
2010,01-19,500,453
2010,01-19,600,2080
2010,01-19,700,2825
2010,01-19,800,487
2010,01-19,900,955
2010,01-20,0,8977
2010,01-20,100,361
2010,01-20,200,228
2010,01-20,300,1422
2010,01-20,400,122
2010,01-20,500,454
2010,01-20,600,1860
2010,01-20,700,2073
2010,01-20,800,467
2010,01-20,900,1047
2010,01-21,0,8199
2010,01-21,100,267
2010,01-21,200,258
2010,01-21,300,1073
2010,01-21,400,101
2010,01-21,500,547
2010,01-21,600,1826
2010,01-21,700,2129
2010,01-21,800,526
2010,01-21,900,762
2010,01-22,0,6662
2010,01-22,100,269
2010,01-22,200,187
2010,01-22,300,969
2010,01-22,400,47
2010,01-22,500,392
2010,01-22,600,1459
2010,01-22,700,1845
2010,01-22,800,530
2010,01-22,900,681
2010,01-23,0,8201
2010,01-23,100,347
2010,01-23,200,288
2010,01-23,300,1238
2010,01-23,400,91
2010,01-23,500,475
2010,01-23,600,1834
2010,01-23,700,2555
2010,01-23,800,543
2010,01-23,900,840
2010,01-24,0,3841
2010,01-24,100,154
2010,01-24,200,130
2010,01-24,300,535
2010,01-24,400,37
2010,01-24,500,215
2010,01-24,600,757
2010,01-24,700,1201
2010,01-24,800,380
2010,01-24,900,384
2010,01-25,0,8131
2010,01-25,100,354
2010,01-25,200,237
2010,01-25,300,1120
2010,01-25,400,101
2010,01-25,500,423
2010,01-25,600,1743
2010,01-25,700,2432
2010,01-25,800,701
2010,01-25,900,848
2010,01-26,0,8427
2010,01-26,100,375
2010,01-26,200,291
2010,01-26,300,1145
2010,01-26,400,103
2010,01-26,500,372
2010,01-26,600,2077
2010,01-26,700,2318
2010,01-26,800,607
2010,01-26,900,789
2010,01-27,0,9977
2010,01-27,100,445
2010,01-27,200,331
2010,01-27,300,1514
2010,01-27,400,102
2010,01-27,500,498
2010,01-27,600,2454
2010,01-27,700,2610
2010,01-27,800,559
2010,01-27,900,925
2010,01-28,0,10252
2010,01-28,100,369
2010,01-28,200,367
2010,01-28,300,1369
2010,01-28,400,110
2010,01-28,500,529
2010,01-28,600,2529
2010,01-28,700,2455
2010,01-28,800,599
2010,01-28,900,1083
2010,01-29,0,8168
2010,01-29,100,373
2010,01-29,200,289
2010,01-29,300,1132
2010,01-29,400,104
2010,01-29,500,420
2010,01-29,600,1906
2010,01-29,700,2503
2010,01-29,800,549
2010,01-29,900,761
2010,01-30,0,9288
2010,01-30,100,447
2010,01-30,200,321
2010,01-30,300,1402
2010,01-30,400,85
2010,01-30,500,537
2010,01-30,600,2231
2010,01-30,700,2748
2010,01-30,800,532
2010,01-30,900,1041
2010,01-31,0,4342
2010,01-31,100,187
2010,01-31,200,131
2010,01-31,300,693
2010,01-31,400,37
2010,01-31,500,226
2010,01-31,600,929
2010,01-31,700,1307
2010,01-31,800,242
2010,01-31,900,506
2010,02-01,0,7562
2010,02-01,100,373
2010,02-01,200,314
2010,02-01,300,1191
2010,02-01,400,97
2010,02-01,500,360
2010,02-01,600,2044
2010,02-01,700,2313
2010,02-01,800,444
2010,02-01,900,817
2010,02-02,0,8300
2010,02-02,100,395
2010,02-02,200,253
2010,02-02,300,1243
2010,02-02,400,95
2010,02-02,500,470
2010,02-02,600,1974
2010,02-02,700,2384
2010,02-02,800,555
2010,02-02,900,892
2010,02-03,0,9824
2010,02-03,100,427
2010,02-03,200,361
2010,02-03,300,1319
2010,02-03,400,88
2010,02-03,500,591
2010,02-03,600,2401
2010,02-03,700,2535
2010,02-03,800,590
2010,02-03,900,1003
2010,02-04,0,8334
2010,02-04,100,422
2010,02-04,200,324
2010,02-04,300,1210
2010,02-04,400,87
2010,02-04,500,354
2010,02-04,600,2000
2010,02-04,700,2224
2010,02-04,800,421
2010,02-04,900,814
2010,02-05,0,5698
2010,02-05,100,220
2010,02-05,200,204
2010,02-05,300,802
2010,02-05,400,52
2010,02-05,500,274
2010,02-05,600,1248
2010,02-05,700,1415
2010,02-05,800,307
2010,02-05,900,510
2010,02-06,0,9820
2010,02-06,100,408
2010,02-06,200,388
2010,02-06,300,1341
2010,02-06,400,103
2010,02-06,500,489
2010,02-06,600,2452
2010,02-06,700,2760
2010,02-06,800,585
2010,02-06,900,1050
2010,02-07,0,3435
2010,02-07,100,115
2010,02-07,200,140
2010,02-07,300,528
2010,02-07,400,38
2010,02-07,500,234
2010,02-07,600,748
2010,02-07,700,1033
2010,02-07,800,166
2010,02-07,900,389
2010,02-08,0,9057
2010,02-08,100,378
2010,02-08,200,318
2010,02-08,300,1461
2010,02-08,400,108
2010,02-08,500,493
2010,02-08,600,2196
2010,02-08,700,2561
2010,02-08,800,554
2010,02-08,900,1060
2010,02-09,0,8902
2010,02-09,100,416
2010,02-09,200,357
2010,02-09,300,1268
2010,02-09,400,82
2010,02-09,500,532
2010,02-09,600,2114
2010,02-09,700,2530
2010,02-09,800,542
2010,02-09,900,978
2010,02-10,0,8491
2010,02-10,100,359
2010,02-10,200,232
2010,02-10,300,1125
2010,02-10,400,92
2010,02-10,500,472
2010,02-10,600,2079
2010,02-10,700,2397
2010,02-10,800,429
2010,02-10,900,826
2010,02-11,0,7236
2010,02-11,100,289
2010,02-11,200,267
2010,02-11,300,996
2010,02-11,400,115
2010,02-11,500,382
2010,02-11,600,1751
2010,02-11,700,1965
2010,02-11,800,409
2010,02-11,900,800
2010,02-12,0,5381
2010,02-12,100,217
2010,02-12,200,170
2010,02-12,300,744
2010,02-12,400,41
2010,02-12,500,240
2010,02-12,600,1113
2010,02-12,700,1293
2010,02-12,800,321
2010,02-12,900,505
2010,02-13,0,9290
2010,02-13,100,380
2010,02-13,200,324
2010,02-13,300,1441
2010,02-13,400,99
2010,02-13,500,441
2010,02-13,600,2242
2010,02-13,700,2894
2010,02-13,800,504
2010,02-13,900,911
2010,02-14,0,3274
2010,02-14,100,137
2010,02-14,200,118
2010,02-14,300,454
2010,02-14,400,49
2010,02-14,500,161
2010,02-14,600,785
2010,02-14,700,929
2010,02-14,800,218
2010,02-14,900,315
2010,02-16,0,11754
2010,02-16,100,372
2010,02-16,200,327
2010,02-16,300,1418
2010,02-16,400,100
2010,02-16,500,532
2010,02-16,600,2399
2010,02-16,700,3181
2010,02-16,800,642
2010,02-16,900,1073
2010,02-17,0,9271
2010,02-17,100,376
2010,02-17,200,312
2010,02-17,300,1331
2010,02-17,400,99
2010,02-17,500,448
2010,02-17,600,2190
2010,02-17,700,2811
2010,02-17,800,563
2010,02-17,900,791
2010,02-18,0,8468
2010,02-18,100,346
2010,02-18,200,367
2010,02-18,300,1184
2010,02-18,400,91
2010,02-18,500,477
2010,02-18,600,2036
2010,02-18,700,2421
2010,02-18,800,519
2010,02-18,900,861
2010,02-19,0,5446
2010,02-19,100,222
2010,02-19,200,133
2010,02-19,300,698
2010,02-19,400,60
2010,02-19,500,254
2010,02-19,600,1086
2010,02-19,700,1527
2010,02-19,800,309
2010,02-19,900,510
2010,02-20,0,8643
2010,02-20,100,386
2010,02-20,200,345
2010,02-20,300,1452
2010,02-20,400,83
2010,02-20,500,390
2010,02-20,600,2138
2010,02-20,700,2622
2010,02-20,800,546
2010,02-20,900,972
2010,02-21,0,3452
2010,02-21,100,145
2010,02-21,200,130
2010,02-21,300,521
2010,02-21,400,33
2010,02-21,500,253
2010,02-21,600,860
2010,02-21,700,939
2010,02-21,800,219
2010,02-21,900,369
2010,02-22,0,8558
2010,02-22,100,435
2010,02-22,200,289
2010,02-22,300,1350
2010,02-22,400,103
2010,02-22,500,406
2010,02-22,600,2141
2010,02-22,700,2641
2010,02-22,800,601
2010,02-22,900,882
2010,02-23,0,9364
2010,02-23,100,418
2010,02-23,200,296
2010,02-23,300,1292
2010,02-23,400,79
2010,02-23,500,492
2010,02-23,600,2126
2010,02-23,700,2370
2010,02-23,800,644
2010,02-23,900,882
2010,02-24,0,9404
2010,02-24,100,434
2010,02-24,200,373
2010,02-24,300,1227
2010,02-24,400,107
2010,02-24,500,485
2010,02-24,600,2012
2010,02-24,700,2270
2010,02-24,800,567
2010,02-24,900,840
2010,02-25,0,8790
2010,02-25,100,440
2010,02-25,200,387
2010,02-25,300,1332
2010,02-25,400,107
2010,02-25,500,493
2010,02-25,600,2258
2010,02-25,700,2442
2010,02-25,800,600
2010,02-25,900,958
2010,02-26,0,5248
2010,02-26,100,228
2010,02-26,200,195
2010,02-26,300,839
2010,02-26,400,47
2010,02-26,500,249
2010,02-26,600,1203
2010,02-26,700,1284
2010,02-26,800,318
2010,02-26,900,461
2010,02-27,0,10471
2010,02-27,100,422
2010,02-27,200,323
2010,02-27,300,1394
2010,02-27,400,114
2010,02-27,500,581
2010,02-27,600,2364
2010,02-27,700,2937
2010,02-27,800,624
2010,02-27,900,1163
2010,02-28,0,3694
2010,02-28,100,204
2010,02-28,200,108
2010,02-28,300,536
2010,02-28,400,40
2010,02-28,500,337
2010,02-28,600,868
2010,02-28,700,1085
2010,02-28,800,237
2010,02-28,900,360
2010,03-01,0,9034
2010,03-01,100,394
2010,03-01,200,259
2010,03-01,300,1337
2010,03-01,400,105
2010,03-01,500,446
2010,03-01,600,2309
2010,03-01,700,2622
2010,03-01,800,575
2010,03-01,900,932
2010,03-02,0,8957
2010,03-02,100,370
2010,03-02,200,327
2010,03-02,300,1269
2010,03-02,400,100
2010,03-02,500,538
2010,03-02,600,2019
2010,03-02,700,2439
2010,03-02,800,614
2010,03-02,900,931
2010,03-03,0,9598
2010,03-03,100,387
2010,03-03,200,264
2010,03-03,300,1384
2010,03-03,400,59
2010,03-03,500,582
2010,03-03,600,2186
2010,03-03,700,2506
2010,03-03,800,560
2010,03-03,900,918
2010,03-04,0,8115
2010,03-04,100,310
2010,03-04,200,272
2010,03-04,300,1185
2010,03-04,400,98
2010,03-04,500,435
2010,03-04,600,1981
2010,03-04,700,2220
2010,03-04,800,604
2010,03-04,900,748
2010,03-05,0,5294
2010,03-05,100,199
2010,03-05,200,210
2010,03-05,300,726
2010,03-05,400,55
2010,03-05,500,290
2010,03-05,600,1036
2010,03-05,700,1233
2010,03-05,800,297
2010,03-05,900,572
2010,03-06,0,8769
2010,03-06,100,376
2010,03-06,200,318
2010,03-06,300,1341
2010,03-06,400,98
2010,03-06,500,498
2010,03-06,600,2211
2010,03-06,700,2836
2010,03-06,800,602
2010,03-06,900,962
2010,03-07,0,3904
2010,03-07,100,141
2010,03-07,200,113
2010,03-07,300,539
2010,03-07,400,42
2010,03-07,500,230
2010,03-07,600,926
2010,03-07,700,996
2010,03-07,800,250
2010,03-07,900,447
2010,03-08,0,9474
2010,03-08,100,411
2010,03-08,200,411
2010,03-08,300,1313
2010,03-08,400,113
2010,03-08,500,553
2010,03-08,600,2180
2010,03-08,700,2660
2010,03-08,800,611
2010,03-08,900,894
2010,03-09,0,9110
2010,03-09,100,386
2010,03-09,200,378
2010,03-09,300,1407
2010,03-09,400,134
2010,03-09,500,590
2010,03-09,600,2248
2010,03-09,700,2553
2010,03-09,800,539
2010,03-09,900,868
2010,03-10,0,9188
2010,03-10,100,382
2010,03-10,200,290
2010,03-10,300,1292
2010,03-10,400,136
2010,03-10,500,519
2010,03-10,600,2217
2010,03-10,700,2414
2010,03-10,800,535
2010,03-10,900,976
2010,03-11,0,8183
2010,03-11,100,335
2010,03-11,200,207
2010,03-11,300,1228
2010,03-11,400,87
2010,03-11,500,529
2010,03-11,600,1861
2010,03-11,700,1994
2010,03-11,800,541
2010,03-11,900,774
2010,03-12,0,5785
2010,03-12,100,191
2010,03-12,200,228
2010,03-12,300,693
2010,03-12,400,56
2010,03-12,500,294
2010,03-12,600,1299
2010,03-12,700,1762
2010,03-12,800,328
2010,03-12,900,659
2010,03-13,0,9755
2010,03-13,100,426
2010,03-13,200,392
2010,03-13,300,1480
2010,03-13,400,81
2010,03-13,500,556
2010,03-13,600,2398
2010,03-13,700,2765
2010,03-13,800,560
2010,03-13,900,994
2010,03-14,0,3661
2010,03-14,100,138
2010,03-14,200,122
2010,03-14,300,530
2010,03-14,400,42
2010,03-14,500,250
2010,03-14,600,843
2010,03-14,700,897
2010,03-14,800,242
2010,03-14,900,413
2010,03-15,0,9290
2010,03-15,100,370
2010,03-15,200,335
2010,03-15,300,1327
2010,03-15,400,165
2010,03-15,500,572
2010,03-15,600,2139
2010,03-15,700,2641
2010,03-15,800,574
2010,03-15,900,982
2010,03-16,0,8878
2010,03-16,100,376
2010,03-16,200,317
2010,03-16,300,1261
2010,03-16,400,97
2010,03-16,500,529
2010,03-16,600,2135
2010,03-16,700,2508
2010,03-16,800,608
2010,03-16,900,1064
2010,03-17,0,8979
2010,03-17,100,416
2010,03-17,200,290
2010,03-17,300,1202
2010,03-17,400,107
2010,03-17,500,418
2010,03-17,600,1881
2010,03-17,700,2193
2010,03-17,800,600
2010,03-17,900,973
2010,03-18,0,8013
2010,03-18,100,363
2010,03-18,200,304
2010,03-18,300,1038
2010,03-18,400,104
2010,03-18,500,369
2010,03-18,600,1938
2010,03-18,700,2285
2010,03-18,800,497
2010,03-18,900,844
2010,03-19,0,5304
2010,03-19,100,182
2010,03-19,200,125
2010,03-19,300,611
2010,03-19,400,55
2010,03-19,500,265
2010,03-19,600,1115
2010,03-19,700,1533
2010,03-19,800,345
2010,03-19,900,589
2010,03-20,0,8689
2010,03-20,100,319
2010,03-20,200,260
2010,03-20,300,1218
2010,03-20,400,86
2010,03-20,500,419
2010,03-20,600,2122
2010,03-20,700,2633
2010,03-20,800,531
2010,03-20,900,1008
2010,03-21,0,3744
2010,03-21,100,136
2010,03-21,200,111
2010,03-21,300,602
2010,03-21,400,49
2010,03-21,500,264
2010,03-21,600,833
2010,03-21,700,1205
2010,03-21,800,225
2010,03-21,900,477
2010,03-22,0,9985
2010,03-22,100,437
2010,03-22,200,343
2010,03-22,300,1348
2010,03-22,400,96
2010,03-22,500,527
2010,03-22,600,2211
2010,03-22,700,2610
2010,03-22,800,692
2010,03-22,900,1040
2010,03-23,0,8476
2010,03-23,100,386
2010,03-23,200,278
2010,03-23,300,1188
2010,03-23,400,74
2010,03-23,500,505
2010,03-23,600,2128
2010,03-23,700,2468
2010,03-23,800,484
2010,03-23,900,937
2010,03-24,0,8681
2010,03-24,100,295
2010,03-24,200,358
2010,03-24,300,1190
2010,03-24,400,117
2010,03-24,500,477
2010,03-24,600,1998
2010,03-24,700,2113
2010,03-24,800,532
2010,03-24,900,728
2010,03-25,0,8414
2010,03-25,100,340
2010,03-25,200,316
2010,03-25,300,1080
2010,03-25,400,101
2010,03-25,500,397
2010,03-25,600,1853
2010,03-25,700,2136
2010,03-25,800,479
2010,03-25,900,899
2010,03-26,0,5688
2010,03-26,100,209
2010,03-26,200,200
2010,03-26,300,696
2010,03-26,400,48
2010,03-26,500,256
2010,03-26,600,1131
2010,03-26,700,1382
2010,03-26,800,300
2010,03-26,900,606
2010,03-27,0,9108
2010,03-27,100,406
2010,03-27,200,314
2010,03-27,300,1277
2010,03-27,400,102
2010,03-27,500,394
2010,03-27,600,2172
2010,03-27,700,2704
2010,03-27,800,562
2010,03-27,900,952
2010,03-28,0,3909
2010,03-28,100,102
2010,03-28,200,110
2010,03-28,300,477
2010,03-28,400,44
2010,03-28,500,224
2010,03-28,600,915
2010,03-28,700,1163
2010,03-28,800,221
2010,03-28,900,402
2010,03-29,0,9400
2010,03-29,100,443
2010,03-29,200,333
2010,03-29,300,1343
2010,03-29,400,93
2010,03-29,500,556
2010,03-29,600,2268
2010,03-29,700,2661
2010,03-29,800,541
2010,03-29,900,987
2010,03-30,0,9127
2010,03-30,100,394
2010,03-30,200,381
2010,03-30,300,1243
2010,03-30,400,101
2010,03-30,500,561
2010,03-30,600,2415
2010,03-30,700,2703
2010,03-30,800,540
2010,03-30,900,907
2010,03-31,0,8789
2010,03-31,100,385
2010,03-31,200,302
2010,03-31,300,1220
2010,03-31,400,112
2010,03-31,500,484
2010,03-31,600,2094
2010,03-31,700,2496
2010,03-31,800,544
2010,03-31,900,837
2010,04-01,0,8659
2010,04-01,100,357
2010,04-01,200,237
2010,04-01,300,1045
2010,04-01,400,115
2010,04-01,500,502
2010,04-01,600,1999
2010,04-01,700,2135
2010,04-01,800,551
2010,04-01,900,779
2010,04-02,0,5494
2010,04-02,100,213
2010,04-02,200,130
2010,04-02,300,693
2010,04-02,400,43
2010,04-02,500,273
2010,04-02,600,1063
2010,04-02,700,1277
2010,04-02,800,362
2010,04-02,900,499
2010,04-03,0,8995
2010,04-03,100,516
2010,04-03,200,318
2010,04-03,300,1298
2010,04-03,400,118
2010,04-03,500,490
2010,04-03,600,2168
2010,04-03,700,2599
2010,04-03,800,674
2010,04-03,900,1105
2010,04-04,0,1859
2010,04-04,100,116
2010,04-04,200,98
2010,04-04,300,320
2010,04-04,400,28
2010,04-04,500,176
2010,04-04,600,445
2010,04-04,700,676
2010,04-04,800,164
2010,04-04,900,223
2010,04-05,0,9700
2010,04-05,100,444
2010,04-05,200,262
2010,04-05,300,1266
2010,04-05,400,129
2010,04-05,500,499
2010,04-05,600,2282
2010,04-05,700,2837
2010,04-05,800,730
2010,04-05,900,925
2010,04-06,0,9719
2010,04-06,100,436
2010,04-06,200,331
2010,04-06,300,1415
2010,04-06,400,126
2010,04-06,500,698
2010,04-06,600,2376
2010,04-06,700,2595
2010,04-06,800,675
2010,04-06,900,1016
2010,04-07,0,9270
2010,04-07,100,364
2010,04-07,200,304
2010,04-07,300,1088
2010,04-07,400,104
2010,04-07,500,492
2010,04-07,600,1924
2010,04-07,700,2357
2010,04-07,800,613
2010,04-07,900,817
2010,04-08,0,8023
2010,04-08,100,301
2010,04-08,200,281
2010,04-08,300,1156
2010,04-08,400,92
2010,04-08,500,462
2010,04-08,600,2023
2010,04-08,700,2203
2010,04-08,800,615
2010,04-08,900,834
2010,04-09,0,5327
2010,04-09,100,203
2010,04-09,200,216
2010,04-09,300,727
2010,04-09,400,65
2010,04-09,500,248
2010,04-09,600,1178
2010,04-09,700,1354
2010,04-09,800,424
2010,04-09,900,573
2010,04-10,0,8790
2010,04-10,100,359
2010,04-10,200,322
2010,04-10,300,1220
2010,04-10,400,117
2010,04-10,500,481
2010,04-10,600,2059
2010,04-10,700,2690
2010,04-10,800,650
2010,04-10,900,929
2010,04-11,0,3304
2010,04-11,100,101
2010,04-11,200,112
2010,04-11,300,496
2010,04-11,400,40
2010,04-11,500,185
2010,04-11,600,790
2010,04-11,700,989
2010,04-11,800,208
2010,04-11,900,367
2010,04-12,0,10117
2010,04-12,100,367
2010,04-12,200,338
2010,04-12,300,1335
2010,04-12,400,139
2010,04-12,500,503
2010,04-12,600,2302
